23.00,17.00,11.00,4.00,4.00,0.00,3.00,0.00
12.00,6.00,2.00,2.00,2.00,0.00,2.00,0.00
2.00,2.00,1.00,1.00,0.00,0.00,1.00,0.00
2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
0.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00
1.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00
1.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00
2.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00
3.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00
4.00,7.00,1.00,0.00,0.00,0.00,1.00,0.00
2.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00
2.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00
5.00,5.00,3.00,0.00,1.00,0.00,0.00,0.00
4.00,7.00,4.00,1.00,0.00,0.00,1.00,0.00
3.00,6.00,5.00,0.00,0.00,0.00,1.00,0.00
3.00,6.00,4.00,0.00,1.00,0.00,1.00,0.00
3.00,7.00,6.00,1.00,1.00,0.00,1.00,0.00
3.00,5.00,4.00,1.00,0.00,0.00,1.00,0.00
3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00
3.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00
2.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,17.00,12.00,5.00,1.00,0.00,2.00,0.00
4.00,17.00,9.00,9.00,1.00,0.00,2.00,0.00
4.00,14.00,6.00,6.00,2.00,0.00,1.00,0.00
6.00,8.00,4.00,3.00,0.00,0.00,1.00,0.00
2.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00
2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
2.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00
3.00,27.00,3.00,0.00,1.00,0.00,3.00,0.00
3.00,41.00,6.00,1.00,1.00,0.00,5.00,0.00
6.00,42.00,3.00,1.00,1.00,0.00,5.00,0.00
4.00,20.00,9.00,1.00,0.00,0.00,2.00,0.00
2.00,14.00,4.00,0.00,1.00,0.00,1.00,0.00
7.00,21.00,6.00,1.00,1.00,0.00,2.00,0.00
2.00,14.00,4.00,0.00,1.00,0.00,1.00,0.00
4.00,8.00,3.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,12.00,4.00,1.00,1.00,0.00,1.00,0.00
6.00,10.00,3.00,1.00,0.00,0.00,1.00,0.00
7.00,8.00,3.00,1.00,0.00,0.00,1.00,0.00
1.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00
1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2.00,2.00,0.00,2.00,1.00,0.00,0.00,0.00
1.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00
4.00,7.00,0.00,2.00,1.00,0.00,0.00,0.00
3.00,7.00,0.00,1.00,1.00,0.00,1.00,0.00
8.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00
4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
7.00,4.00,2.00,0.00,1.00,0.00,0.00,0.00
9.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00
12.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00
9.00,8.00,2.00,0.00,1.00,0.00,0.00,0.00
7.00,5.00,1.00,0.00,1.00,0.00,0.00,0.00
7.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00
2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,4.00,0.00,1.00,1.00,0.00,0.00,0.00
6.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00
4.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00
17.00,22.00,2.00,1.00,0.00,0.00,2.00,0.00
6.00,11.00,1.00,0.00,0.00,0.00,1.00,0.00
4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,9.00,2.00,0.00,0.00,0.00,1.00,0.00
6.00,10.00,4.00,0.00,1.00,0.00,1.00,0.00
4.00,8.00,3.00,0.00,0.00,0.00,1.00,0.00
2.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00
5.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00
2.00,12.00,2.00,0.00,0.00,0.00,1.00,0.00
2.00,13.00,2.00,1.00,0.00,0.00,1.00,0.00
1.00,11.00,1.00,0.00,0.00,0.00,1.00,0.00
2.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00
4.00,8.00,1.00,0.00,0.00,0.00,1.00,0.00
4.00,8.00,1.00,1.00,0.00,0.00,0.00,0.00
3.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00
6.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00
7.00,4.00,0.00,1.00,1.00,0.00,0.00,0.00
5.00,3.00,0.00,1.00,0.00,0.00,1.00,0.00
3.00,3.00,0.00,1.00,0.00,0.00,1.00,0.00
5.00,11.00,0.00,1.00,1.00,0.00,1.00,0.00
6.00,14.00,3.00,1.00,0.00,0.00,1.00,0.00
6.00,7.00,2.00,2.00,1.00,0.00,0.00,0.00
3.00,4.00,3.00,0.00,1.00,0.00,0.00,0.00
1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
1.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00
2.00,4.00,3.00,1.00,1.00,0.00,0.00,0.00
1.00,6.00,2.00,1.00,1.00,0.00,0.00,0.00
1.00,6.00,3.00,1.00,1.00,0.00,1.00,0.00
1.00,3.00,3.00,1.00,1.00,0.00,0.00,0.00
0.00,2.00,2.00,1.00,1.00,0.00,1.00,0.00
1.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00
0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00
4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
97.00,30.00,72.00,54.00,28.00,17.00,43.00,0.00
7.00,9.00,15.00,27.00,12.00,4.00,18.00,0.00
8.00,5.00,7.00,5.00,2.00,0.00,2.00,0.00
4.00,3.00,2.00,2.00,1.00,0.00,1.00,0.00
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
2.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00
2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
